JFK	2013	9	20	20	66.02	59	78.08	170	8.05546	NA	0	1016.8	10	2013-09-21T00:00:00Z
JFK	2013	9	20	21	64.94	59	81.07	180	8.05546	NA	0	1016.9	10	2013-09-21T01:00:00Z
JFK	2013	9	20	22	64.04	60.08	86.95	200	6.904679999999999	NA	0	1016.8	10	2013-09-21T02:00:00Z
JFK	2013	9	20	23	64.04	60.08	86.95	210	8.05546	NA	0	1017.1	10	2013-09-21T03:00:00Z
JFK	2013	9	21	0	64.04	60.08	86.95	180	8.05546	NA	0	1016.8	10	2013-09-21T04:00:00Z
JFK	2013	9	21	1	62.06	59	89.7	220	5.7539	NA	0	1016.9	10	2013-09-21T05:00:00Z
JFK	2013	9	21	2	60.98	57.92	89.65	210	4.60312	NA	0	1016.3	10	2013-09-21T06:00:00Z
JFK	2013	9	21	3	60.98	57.92	89.65	190	4.60312	NA	0	1015.5	10	2013-09-21T07:00:00Z
JFK	2013	9	21	4	59	57.02	93.13	0	0	NA	0	1015.4	10	2013-09-21T08:00:00Z
JFK	2013	9	21	5	59	57.02	93.13	180	4.60312	NA	0	1015.2	10	2013-09-21T09:00:00Z
JFK	2013	9	21	6	62.96	59	86.9	200	6.904679999999999	NA	0	1015.6	10	2013-09-21T10:00:00Z
JFK	2013	9	21	7	64.04	60.08	86.95	0	0	NA	0	1015.2	10	2013-09-21T11:00:00Z
JFK	2013	9	21	8	66.02	60.98	83.79	0	0	NA	0	1014.6	10	2013-09-21T12:00:00Z
JFK	2013	9	21	9	66.92	62.06	84.38	140	4.60312	NA	0	NA	10	2013-09-21T13:00:00Z
JFK	2013	9	21	10	69.08	64.04	83.98	130	9.20624	NA	0	1013	9	2013-09-21T14:00:00Z
JFK	2013	9	21	11	68	66.02	93.38	170	10.357019999999999	NA	0.17	1012.5	6	2013-09-21T15:00:00Z
JFK	2013	9	21	12	71.6	68	88.43	180	16.11092	NA	0.01	NA	10	2013-09-21T16:00:00Z
JFK	2013	9	21	13	73.94	64.94	73.49	170	20.714039999999997	NA	0	1010.8	10	2013-09-21T17:00:00Z
JFK	2013	9	21	14	75.02	66.02	73.59	170	19.56326	NA	0	1009.9	10	2013-09-21T18:00:00Z
JFK	2013	9	21	15	73.04	66.02	78.65	170	19.56326	28.769499999999997	0	1009.1	10	2013-09-21T19:00:00Z
JFK	2013	9	21	16	73.4	66.92	84.16	170	18.41248	NA	0	NA	10	2013-09-21T20:00:00Z
JFK	2013	9	21	17	71.06	66.02	84.1	160	18.41248	24.166379999999997	0	1008.3	10	2013-09-21T21:00:00Z
JFK	2013	9	21	18	69.98	66.02	87.26	170	18.41248	25.317159999999998	0	1007.7	10	2013-09-21T22:00:00Z
JFK	2013	9	21	19	69.98	66.92	90.02	160	17.261699999999998	24.166379999999997	0	1007.6	10	2013-09-21T23:00:00Z
JFK	2013	9	21	20	71.06	66.92	86.77	170	18.41248	NA	0	1007.1	10	2013-09-22T00:00:00Z
JFK	2013	9	21	21	71.06	66.92	86.77	160	16.11092	27.618719999999996	0	1006.5	10	2013-09-22T01:00:00Z
JFK	2013	9	21	22	71.06	66.92	86.77	170	18.41248	25.317159999999998	0	1006	10	2013-09-22T02:00:00Z
JFK	2013	9	21	23	69.08	66.92	92.83	180	17.261699999999998	NA	0.03	1005.4	6	2013-09-22T03:00:00Z
JFK	2013	9	22	0	69.8	66.2	93.35	230	25.317159999999998	NA	0.1	NA	2.5	2013-09-22T04:00:00Z
JFK	2013	9	22	1	66.2	64.4	96.9	270	11.5078	NA	0.66	NA	2.5	2013-09-22T05:00:00Z
JFK	2013	9	22	2	64.4	64.4	100	340	8.05546	NA	0.43	NA	4	2013-09-22T06:00:00Z
JFK	2013	9	22	3	64.04	60.98	89.78	20	5.7539	NA	0.06	1004.4	10	2013-09-22T07:00:00Z
JFK	2013	9	22	4	62.96	60.08	90.31	280	4.60312	NA	0.03	1005.8	10	2013-09-22T08:00:00Z
JFK	2013	9	22	5	64.04	60.08	86.95	310	6.904679999999999	NA	0	1005.9	10	2013-09-22T09:00:00Z
JFK	2013	9	22	6	64.04	59	83.66	290	8.05546	NA	0	1006.3	10	2013-09-22T10:00:00Z
JFK	2013	9	22	7	64.04	57.02	77.92	310	13.809359999999998	NA	0	1006.8	10	2013-09-22T11:00:00Z
JFK	2013	9	22	8	64.94	55.04	70.28	320	14.960139999999999	NA	0	1007.3	10	2013-09-22T12:00:00Z
JFK	2013	9	22	9	66.92	48.02	50.62	340	18.41248	23.0156	0	1007.7	10	2013-09-22T13:00:00Z
JFK	2013	9	22	10	69.08	46.94	45.12	310	17.261699999999998	25.317159999999998	0	1007.8	10	2013-09-22T14:00:00Z
JFK	2013	9	22	11	69.98	46.04	42.29	300	16.11092	23.0156	0	1007.9	10	2013-09-22T15:00:00Z
JFK	2013	9	22	12	71.06	44.96	39.13	330	20.714039999999997	25.317159999999998	0	1008.1	10	2013-09-22T16:00:00Z
JFK	2013	9	22	13	71.06	44.96	39.13	300	18.41248	28.769499999999997	0	1007.7	10	2013-09-22T17:00:00Z
JFK	2013	9	22	14	69.98	42.98	37.64	320	17.261699999999998	28.769499999999997	0	1008	10	2013-09-22T18:00:00Z
JFK	2013	9	22	15	69.08	42.98	38.81	330	17.261699999999998	25.317159999999998	0	1008.2	10	2013-09-22T19:00:00Z
JFK	2013	9	22	16	68	42.08	38.91	320	19.56326	27.618719999999996	0	1008.6	10	2013-09-22T20:00:00Z
JFK	2013	9	22	17	64.94	41	41.49	330	18.41248	NA	0	1009.1	10	2013-09-22T21:00:00Z
JFK	2013	9	22	18	64.04	41	42.82	320	16.11092	NA	0	1009.8	10	2013-09-22T22:00:00Z
JFK	2013	9	22	19	62.96	42.98	48	310	17.261699999999998	25.317159999999998	0	1010.7	10	2013-09-22T23:00:00Z
JFK	2013	9	22	20	60.98	42.08	49.73	320	21.864819999999998	26.46794	0	1011.4	10	2013-09-23T00:00:00Z
JFK	2013	9	22	21	59	42.08	53.36	330	19.56326	24.166379999999997	0	1012.1	10	2013-09-23T01:00:00Z
JFK	2013	9	22	22	57.92	42.08	55.47	340	16.11092	23.0156	0	1012.8	10	2013-09-23T02:00:00Z
